"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LIVD5XGB","manuscript","2021","Elliott, Robert J. R.; Kuai, Wenjing; Maddison, David; Ozgen, Ceren","Eco-Innovation and Employment: A Task-Based Analysis","","","","","https://papers.ssrn.com/abstract=3767265","This paper provides some of the first evidence of the relationship between eco-innovation and employment. Adopting a O*NET based task approach, in a study of the Dutch firms, we show that eco-innovation has no impact on overall employment. However, compared to non- eco-innovators there is an 18.2% increase in the number of green jobs (equivalent to 12 new green workers for the average firm). This means an average increase in the share of green workers of around 3.3%. Broadly speaking, the increase in the share of green jobs was driven by a reduction in non-green workers and a smaller but still significant increase in the number of green workers. We further show that subsidy-driven policies, rather than regulation-driven policies positively correlate with the number of green workers.","2021-01-20","2021-12-02 15:00:35","2022-11-17 10:54:44","2021-11-11 12:42:02","","","","","","","Eco-Innovation and Employment","","","","","","Rochester, NY","en","","Discussion paper","SSRN","","papers.ssrn.com","","","","C:\Users\angel\Zotero\storage\FG2WZVAF\Elliott et al. - 2021 - Eco-Innovation and Employment A Task-Based Analys.pdf; C:\Users\angel\Zotero\storage\AU8QCC9P\papers.html","","Core (MAD 2019)","Ceren Ozgen; SSRN; David Maddison; Eco-Innovation and Employment: A Task-Based Analysis; Robert J. R. Elliott; Wenjing Kuai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2NM8SGV","journalArticle","2021","Hagedoorn, Paulien; Helbich, Marco","Longitudinal exposure assessments of neighbourhood effects in health research: What can be learned from people's residential histories?","Health & Place","","1353-8292","10.1016/j.healthplace.2021.102543","https://www.sciencedirect.com/science/article/pii/S1353829221000393","Health research into neighbourhood effects has generally examined neighbourhoods cross-sectionally, ignoring the fact that neighbourhood exposures might accumulate over people's lives and affect health outcomes later in life. Using longitudinal Dutch register data with complete 15-year residential address histories, we examined whether health effects of neighbourhood socioeconomic characteristics differ between cumulative and current exposures. We illustrated these differences between exposure assessments using suicide mortality among middle-aged adults. All suicides aged 40–64 years between 2012 and 2016 were matched with 10 random controls in a nested case-control design. We measured neighbourhood exposures longitudinally for circular buffers around residential addresses at the current address and through three accumulative measures, each incorporating the residential address history with increasing detail. Covariate-adjusted conditional logistic regressions were used to assess associations between suicide and neighbourhood social fragmentation, population density and unemployment rate. Our results showed that total and male suicide mortality was significantly lower in highly fragmented neighbourhoods when using accumulative exposures, but not when using the current residential address. However, we observed few differences in coefficients between exposures assessments for neighbourhood urbanicity and unemployment rate. None of the neighbourhood characteristics showed evidence that detailed cumulative exposures were a stronger predictor of suicide compared to more crude measures. Our findings provide little evidence that socioeconomic neighbourhood characteristics measured cumulatively along people's residential histories are stronger predictors of suicide mortality than cross-sectional exposures.","2021-03-01","2021-12-02 15:00:35","2022-11-21 15:09:52","2021-11-11 16:07:19","102543","","","68","","Health & Place","Longitudinal exposure assessments of neighbourhood effects in health research","","","","","","","en","","","","","ScienceDirect","","4 citations (Crossref) [2022-11-21]","","","","Roadmap (MAD 2020)","Cumulative exposure; Long-term exposure assessment; Mental health; Neighbourhood effects; Register data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9PR6U59","journalArticle","2020","Helbich, Marco; Browning, Matthew H. E. M.; Huss, Anke","Outdoor light at night, air pollution and depressive symptoms: A cross-sectional study in the Netherlands","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2020.140914","https://www.sciencedirect.com/science/article/pii/S0048969720344430","Background: Artificial light at night (ALAN) may be an anthropogenic stressor for mental health disturbing humans' natural day–night cycle. However, the few existing studies used satellite-based measures of radiances for outdoor ALAN exposure assessments, which were possibly confounded by traffic-related air pollutants. Objectives: To assess 1) whether living in areas with increased exposure to outdoor ALAN is associated with depressive symptoms; and 2) to assess the potential confounding effects of air pollution. Methods: We used cross-sectional data from people (N = 10,482) aged 18–65 years in the Netherlands. Depressive symptoms were assessed with the Patient Health Questionnaire (PHQ–9). Satellite-measured annual ALAN were taken from the Visible Infrared Imaging Radiometer Suite. ALAN exposures were assessed at people's home address within 100 and 600 m buffers. We used generalized (geo)additive models to quantify associations between PHQ–9 scores and quintiles of ALAN adjusting for several potential confounders including PM2.5 and NO2. Results: Unadjusted estimates for the 100 m buffers showed that people in the 2nd to 5th ALAN quintile showed significantly higher PHQ–9 scores than those in the lowest ALAN quintile (βQ2 = 0.503 [95% confidence intervals (CI): 0.207–0.798], βQ3 = 0.587 [95% CI: 0.291–0.884], βQ4 = 0.921 [95% CI: 0.623–1.218], βQ5 = 1.322 [95% CI: 1.023–1.620]). ALAN risk estimates adjusted for individual and area-level confounders (i.e., PM2.5, urbanicity, noise, land-use diversity, greenness, deprivation, and social fragmentation) were attenuated but remained significant for the 100 m buffer (βQ2 = 0.420 [95% CI: 0.125–0.715], βQ3 = 0.383 [95% CI: 0.071–0.696], βQ4 = 0.513 [95% CI: 0.177–0.850], βQ5 = 0.541 [95% CI: 0.141–0.941]). When adjusting for NO2 per 100 m buffers, the air pollutant was associated with PHQ–9 scores, but ALAN did not display an exposure-response relationship. ALAN associations were insignificant for 600 m buffers. Conclusion: Accounting for NO2 exposure suggested that air pollution rather than outdoor ALAN correlated with depressive symptoms. Future evaluations of health effects from ALAN should consider potential confounding by traffic-related exposures (i.e., NO2).","2020-11-20","2021-12-02 15:00:35","2022-11-21 15:09:54","2021-11-11 16:12:40","140914","","","744","","Science of The Total Environment","Outdoor light at night, air pollution and depressive symptoms","","","","","","","en","","","","","ScienceDirect","","24 citations (Crossref) [2022-11-21]","","C:\Users\angel\Zotero\storage\SFQA8DG2\Helbich et al. - 2020 - Outdoor light at night, air pollution and depressi.pdf","","Roadmap (MAD 2020)","Mental health; Air pollution; Artificial light at night; Depression; Deprivation; Environmental risk factors; Green space; Noise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEJCH58K","manuscript","2020","Kastelein, Pim","Comparing imputation methods using expenditure surveys and unlinkable administrative data: an application to household consumption behaviour in the Netherlands","","","","","","Imputation methods are often applied to study household consumption behaviour since administrative data based on tax records does not contain information on consumption, while expenditure surveys generally do not include suﬃciently rich income and wealth information. Previous literature has imputed consumption with administrative data using the household budget constraint. We introduce an alternative approach where expenditure surveys are supplemented with information from unlinkable administrative data using overlapping variables. We compare the two imputation methods by exploiting a Dutch expenditure survey that is linkable to administrative data and apply both methods to study household consumption behaviour. We present evidence for heterogeneity in the marginal propensity to consume out of income and housing wealth due to the eﬀects of low cash-on-hand, negative housing equity and mandatory pension fund participation. We conclude that more ﬂexibility in the Dutch pension fund system would be beneﬁcial to households facing adverse shocks and borrowing constraints.","2020","2021-12-02 15:00:35","2022-11-17 10:54:56","","","","","","","","","","","","","","","en","","Working paper","","","Zotero","","","","C:\Users\angel\Zotero\storage\UQTWJCUX\Kastelein - Comparing imputation methods using expenditure sur.pdf","","Core (MAD 2019)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2VZJYPS","manuscript","2021","Koster, Hans; Ozgen, Ceren","Cities and Tasks","","","","","https://papers.ssrn.com/abstract=3818641","This paper explores the relationship between routine-biased technological change and agglomeration economies. Using administrative data from the Netherlands, we first show that in dense areas, jobs are less routine-task intensive (i.e. less repetitive and automatable), meaning that jobs cover a larger spectrum of tasks. We then explore how the routine intensity of jobs affects the urban wage premium. We find that the urban wage premium is higher for workers performing non-routine tasks, particularly analytic tasks, while it is absent for workers in routine task intensive jobs. These findings also hold within skill groups and suggest that routinisation increases spatial wage and skill inequality within urban areas. We further provide suggestive evidence that a better matching of skills to jobs and increased learning opportunities in cities can explain these findings.","2021-04-03","2021-12-02 15:00:35","2022-11-17 10:55:43","2021-11-11 12:41:02","","","","","","","","","","","","","Rochester, NY","en","","Discussion paper","SSRN","","papers.ssrn.com","","","","C:\Users\angel\Zotero\storage\K83HNHHM\Koster and Ozgen - 2021 - Cities and Tasks.pdf; C:\Users\angel\Zotero\storage\CMLM9ZEV\papers.html","","Core (MAD 2019)","Ceren Ozgen; Cities and Tasks; Hans Koster; SSRN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7VU3QIG","report","2020","Kromhout, Mariska; Echtelt, Patricia van; Feijten, Peteke","Sociaal domein op koers? Verwachtingen en resultaten van vijf jaar decentraal beleid","","","","","https://www.scp.nl/publicaties/publicaties/2020/11/16/sociaal-domein-op-koers","","2020-11","2021-12-02 15:00:35","2022-11-17 10:55:46","","","","","","","","","","","","","Sociaal en Cultureel Planbureau","Den Haag","Dutch","","","","","","","","","","","Core (MAD 2019)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JI6UDSY2","journalArticle","2021","Onderco, Michal; van der Veer, Reinout Arthur","No More Gouda in Moscow? Distributive Effects of the Imposition of Sanctions","JCMS: Journal of Common Market Studies","","1468-5965","10.1111/jcms.13185","https://onlinelibrary.wiley.com/doi/abs/10.1111/jcms.13185","How do private firms respond when they are hit by economic sanctions? Economic sanctions are a vitally important element of the European Union's foreign policy toolbox. While their importance and frequency of use increased, not much is known about the economic impact of the economic sanctions at the micro level. Yet the sanctions imposition has been recently politicized within the EU, especially in the reaction to the sanctions that EU imposed on Russia, and the counter - sanctions that ensued. Drawing on export data for all Dutch companies over the period 2013 –2016, we examine how Dutch companies responded to Russian counter -sanctions imposed on the EU after the annexation of Crimea. Our statistical matching approach suggests that while the companies exposed to the sanctions are more likely to go bankrupt compared to their unexposed counterparts, those who survive are able to weather the impact rather well in the medium -long term.","2021","2021-12-02 15:00:35","2022-11-21 15:10:36","2021-11-15 11:22:55","1-19","","n/a","n/a","","","No More Gouda in Moscow?","","","","","","","en","","","","","Wiley Online Library","","0 citations (Crossref) [2022-11-21] _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/jcms.13185","","C:\Users\angel\Zotero\storage\L7GIGARI\Onderco and van der Veer - No More Gouda in Moscow Distributive Effects of t.pdf; C:\Users\angel\Zotero\storage\6Y4W7FWR\jcms.html","","Core (MAD 2019)","European Union; firms; Russia; sanctions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27MFGGBB","journalArticle","2021","Roberts, Hannah; Helbich, Marco","Multiple environmental exposures along daily mobility paths and depressive symptoms: A smartphone-based tracking study","Environment International","","0160-4120","10.1016/j.envint.2021.106635","https://www.sciencedirect.com/science/article/pii/S0160412021002609","Few studies go beyond the residential environment in assessments of the environment-mental health association, despite multiple environments being encountered in daily life. This study investigated 1) the associations between multiple environmental exposures and depressive symptoms, both in the residential environment and along the daily mobility path, 2) examined differences in the strength of associations between residential- and mobility-based models, and 3) explored sex as a moderator. Depressive symptoms of 393 randomly sampled adults aged 18–65 were assessed using the Patient Health Questionnaire (PHQ-9). Respondents were tracked via global positioning systems- (GPS) enabled smartphones for up to 7 days. Exposure to green space (normalized difference vegetation index (NDVI)), blue space, noise (Lden) and air pollution (particulate matter (PM2.5)) within 50 m and 100 m of each residential address and GPS point was computed. Multiple linear regression analyses were conducted separately for the residential- and mobility-based exposures. Wald tests were used to assess if the coefficients differed across models. Interaction terms were entered in fully adjusted models to determine if associations varied by sex. A significant negative relationship between green space and depressive symptoms was found in the fully adjusted residential- and mobility-based models using the 50 m buffer. No significant differences were observed in coefficients across models. None of the interaction terms were significant. Our results suggest that exposure to green space in the immediate environment, both at home and along the daily mobility path, is associated with a reduction in depressive symptoms. Further research is required to establish the utility of dynamic approaches to exposure assessment in studies on the environment and mental health.","2021-11-01","2021-12-02 15:00:35","2022-11-21 15:10:57","2021-11-11 16:14:18","106635","","","156","","Environment International","Multiple environmental exposures along daily mobility paths and depressive symptoms","","","","","","","en","","","","","ScienceDirect","","15 citations (Crossref) [2022-11-21]","","C:\Users\angel\Zotero\storage\H8K7AA8L\Roberts and Helbich - 2021 - Multiple environmental exposures along daily mobil.pdf","","Roadmap (MAD 2020)","Mental health; Depression; Environmental exposures; Global positioning systems; Mobility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H93AY8LI","journalArticle","2020","Tenand, Marianne; Bakx, Pieter; van Doorslaer, Eddy","Eligibility or use? Disentangling the sources of horizontal inequity in home care receipt in the Netherlands","Health Economics","","1099-1050","10.1002/hec.4126","https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4126","We study horizontal inequity in home care use in the Netherlands, where a social insurance scheme aims to allocate long-term care according to care needs. Whether the system reaches its goal depends not only on whether eligible individuals have equal access to care but also on whether entitlements for care reflect needs, irrespective of socioeconomic status and other characteristics. We assess and decompose total inequity into inequity in (i) entitlements for home care and (ii) the conversion of these entitlements into actual use. This distinction is original and important, because inequity calls for different policy responses depending on the stage at which it arises. Linking survey and administrative data on the 65 and older, we find higher income elderly to receive less home care than poorer elderly with similar needs. Although lower income elderly tend to make greater use of their entitlements, need-standardized entitlements are similar across income, education, and wealth levels. However, both use and entitlements vary by origin and place of residence. The Dutch need assessment seems effective at restricting socioeconomic inequity in home care use but may not fully prevent inequity along other dimensions. Low financial barriers and universal eligibility rules may help achieve equity in access but are not sufficient conditions.","2020","2021-12-02 15:00:35","2022-11-21 15:12:13","2021-11-11 16:16:47","1161-1179","","10","29","","","Eligibility or use?","","","","","","","en","","","","","Wiley Online Library","","5 citations (Crossref) [2022-11-21] _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/hec.4126","","C:\Users\angel\Zotero\storage\MHXAWH54\Tenand et al. - 2020 - Eligibility or use Disentangling the sources of h.pdf; C:\Users\angel\Zotero\storage\6STCP8EZ\hec.html","","Core (MAD 2019)","eligibility; equity in care use; home care; horizontal equity; needs assessment; socioeconomic inequality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATSPISTZ","journalArticle","2021","van Duijn, Mark; Rouwendal, Jan","Sorting based on urban heritage and income: Evidence from the Amsterdam metropolitan area","Regional Science and Urban Economics","","0166-0462","10.1016/j.regsciurbeco.2021.103719","https://www.sciencedirect.com/science/article/pii/S016604622100079X","We study the relationship between cultural heritage and city structure in a residential sorting model. Contrary to previous research, we find that all income groups attach a large value to the proximity of urban heritage while there are important differences associated with other household characteristics. In line with previous research, we find that all households attach value to the share of high-income households in neighborhoods. Our approach covers both elements and we use the estimated version to investigate the overall impact of cultural heritage on within-city structure. We simulate the housing market equilibrium in a counterfactual situation without spatial differences in the presence of cultural heritage. The results suggest that without highly valued inner city amenities, households’ location choice in European cities, such as Amsterdam, would be much more similar to US cities.","2021-09-01","2021-12-02 15:00:35","2022-11-21 15:12:42","2021-11-11 12:44:31","103719","","","90","","Regional Science and Urban Economics","Sorting based on urban heritage and income","","","","","","","en","","","","","ScienceDirect","","0 citations (Crossref) [2022-11-21]","","C:\Users\angel\Zotero\storage\H9ZNT24Y\van Duijn and Rouwendal - 2021 - Sorting based on urban heritage and income Eviden.pdf","","Core (MAD 2019)","Counterfactual simulation; Heterogeneous household preferences; Income; Location choice; Sorting; Urban heritage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9C9WN88R","report","2021","Vogels, Ria; Turkenburg, Monique; Herweijer, Lex","Samen of gescheiden naar school. De betekenis van sociale scheiding en ontmoeting","","","","","https://www.scp.nl/publicaties/publicaties/2021/02/04/samen-of-gescheiden-naar-school","","2021-02","2021-12-02 15:00:35","2022-11-17 10:56:57","","","","","","","","","","","","","Sociaal en Cultureel Planbureau","Den Haag","Dutch","","","","","","","","","","","Core (MAD 2019)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIYPMKT8","journalArticle","2021","Wang, Zhiyong; Ettema, Dick; Helbich, Marco","Objective environmental exposures correlate differently with recreational and transportation walking: A cross-sectional national study in the Netherlands","Environmental Research","","0013-9351","10.1016/j.envres.2020.110591","https://www.sciencedirect.com/science/article/pii/S0013935120314882","Background Walking is a good and simple way to increase people's energy expenditure, but there is limited evidence whether the neighborhood environment correlates differently with recreational and transportation walking. AimTo investigate how recreational walking and transportation walking are associated with the natural and built environmental characteristics of the living environment in the Netherlands, and examine the differences in their associations between weekdays and weekends. Method and data We extracted the total duration of daily walking (in minutes per person) for recreation and transportation of adults aged 18 years and above from the Dutch National Travel Survey 2015–2017 (N = 65,785) and analyzed it as an outcome variable. Objective measures of the natural (i.e., normalized difference vegetation index (NDVI), blue space and meteorological conditions) and built environment (i.e., crossing density, land-use mix, and residential building density) around respondents' home addresses were determined for buffers with 300, 600, and 1000 m radii using a geographic information system. To assess associations between recreational and transportation walking and the environmental exposures separately, we fitted Tobit regression models to the walking data, adjusted for multiple confounders. ResultsOn weekdays, people living in areas with less NDVI, higher land-use mix, and higher crossing density were more likely to engage in transportation walking. Recreational walking was negatively associated with NDVI, blue space, crossing density, precipitation and daily average temperature. At weekends, land-use mix supports both recreational and transportation walking. A negative association appeared for NDVI and transportation walking. Daily average rainfall and temperature were inversely correlated with recreational walking. Sensitivity tests indicated that some associations depend on the buffer size. ConclusionsOur findings suggest that the built and natural environments are differently associated with people's recreational and transportation walking. We also found differences in the walking-environment associations between weekdays and weekends. Place-based policies to design walking-friendly neighborhoods may have different implications for different types of walking.","2021-03-01","2021-12-02 15:00:35","2022-11-21 15:12:44","2021-11-11 16:15:59","110591","","","194","","Environmental Research","Objective environmental exposures correlate differently with recreational and transportation walking","","","","","","","en","","","","","ScienceDirect","","5 citations (Crossref) [2022-11-21]","","C:\Users\angel\Zotero\storage\PQGVU4LW\Wang et al. - 2021 - Objective environmental exposures correlate differ.pdf","","Roadmap (MAD 2020)","Built and natural environments; Exposure; Recreational walking; The Netherlands; Transportation walking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PHK4FCD","report","2020","","Syrische statushouders op weg in Nederland. De ontwikkeling van hun positie en leefsituatie","","","","","https://digitaal.scp.nl/syrische-statushouders-op-weg-in-nederland","","2020-06-04","2021-12-02 15:00:35","2022-11-17 10:57:12","2021-11-11 15:49:54","","","","","","","","","","","","Sociaal en Cultureel Planbureau","","nl","http://www.scp.nl/Teksten/Copyright","Digital publication","","","digitaal.scp.nl","","ISBN: 9789037709476 Publisher: Sociaal en Cultureel Planbureau","","C:\Users\angel\Zotero\storage\TUFA9HVQ\syrische-statushouders-op-weg-in-nederland.html","","Core (MAD 2019)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
